item,year,value
(재화)F.O.B 기준,1982,58.394
(재화)F.O.B 기준,1981,58.212
(재화)F.O.B 기준,1980,47.405
(재화)F.O.B 기준,1979,30.871
(재화)F.O.B 기준,1978,25.715
(재화)F.O.B 기준,1977,23.752
(재화)F.O.B 기준,1976,22.871
(재화)F.O.B 기준,1975,22.828
(재화)F.O.B 기준,1974,18.4
(재화)F.O.B 기준,1973,12.543
(재화)F.O.B 기준,1972,9.957
(재화)F.O.B 기준,1971,8.619
(재화)F.O.B 기준,1970,7.727
(재화)F.O.B 기준,1969,7.089
(재화)F.O.B 기준,1968,6.919
(재화)F.O.B 기준,1967,6.634
(재화)F.O.B 기준,1966,6.442
(공제)재화와 서비스의 수입,2021,112.956
(공제)재화와 서비스의 수입,2021,106.822
(공제)재화와 서비스의 수입,2021,96.58
(공제)재화와 서비스의 수입,2020,91.12
(공제)재화와 서비스의 수입,2020,93.806
(공제)재화와 서비스의 수입,2020,96.368
(공제)재화와 서비스의 수입,2020,101.358
(공제)재화와 서비스의 수입,2019,101.686
(공제)재화와 서비스의 수입,2019,103.584
(공제)재화와 서비스의 수입,2019,105.669
(공제)재화와 서비스의 수입,2019,99.35
(공제)재화와 서비스의 수입,2018,104.679
(공제)재화와 서비스의 수입,2018,103.634
(공제)재화와 서비스의 수입,2018,100.848
(공제)재화와 서비스의 수입,2018,96.504
(공제)재화와 서비스의 수입,2017,97.551
(공제)재화와 서비스의 수입,2017,95.951
(공제)재화와 서비스의 수입,2017,97.216
(공제)재화와 서비스의 수입,2017,96.581
(공제)재화와 서비스의 수입,2016,95.475
(공제)재화와 서비스의 수입,2016,90.17
(공제)재화와 서비스의 수입,2016,92.075
(공제)재화와 서비스의 수입,2016,91.958
(공제)재화와 서비스의 수입,2015,96.893
(공제)재화와 서비스의 수입,2015,101.901
(공제)재화와 서비스의 수입,2015,100.039
(공제)재화와 서비스의 수입,2015,101.365
(공제)재화와 서비스의 수입,2014,112.756
(재화)F.O.B 기준,1962,3.14
(공제)재화와 서비스의 수입,2014,111.893
(공제)재화와 서비스의 수입,2014,113.62
(공제)재화와 서비스의 수입,2014,117.497
(공제)재화와 서비스의 수입,2013,116.711
(공제)재화와 서비스의 수입,2013,120.536
(공제)재화와 서비스의 수입,2013,124.437
(공제)재화와 서비스의 수입,2013,121.891
(공제)재화와 서비스의 수입,2012,123.392
(공제)재화와 서비??의 수입,2012,126.752
(공제)재화와 서비스의 수입,2012,136.567
(공제)재화와 서비스의 수입,2012,132.328
(공제)재화와 서비스의 수입,2011,133.665
(공제)재화와 서비스의 수입,2011,129.704
(공제)재화와 서비스의 수입,2011,130.897
(공제)재화와 서비스의 수입,2011,127.567
(공제)재화와 서비스의 수입,2010,121.031
(공제)재화와 서비스의 수입,2010,121.946
(공제)재화와 서비스의 수입,2010,122.984
(공제)재화와 서비스의 수입,2010,116.592
(공제)재화와 서비스의 수입,2009,116.07
(공제)재화와 서비스의 수입,2009,117.475
(공제)재화와 서비스의 수입,2009,116.441
(공제)재화와 서비스의 수입,2009,129.265
(공제)재화와 서비스의 수입,2008,144.032
(공제)재화와 서비스의 수입,2008,130.406
(공제)재화와 서비스의 수입,2008,121.461
(공제)재화와 서비스의 수입,2008,104.337
(공제)재화와 서비스의 수입,2007,95.18
(공제)재화와 서비스의 수입,2007,91.934
(공제)재화와 서비스의 수입,2007,92.507
(공제)재화와 서비스의 수입,2007,90.169
(공제)재화와 서비스의 수입,2006,89.381
(공제)재화와 서비스의 수입,2006,92.959
(공제)재화와 서비스의 수입,2006,91.728
(공제)재화와 서비스의 수입,2006,91.057
(공제)재화와 서비스의 수입,2005,93.572
(재화)F.O.B 기준,1995,69.39
(재화)F.O.B 기준,1994,67.13
(재화)F.O.B 기준,1994,67.802
(재화)F.O.B 기준,1994,65.356
(재화)F.O.B 기준,1994,64.182
(재화)F.O.B 기준,1993,64.897
(재화)F.O.B 기준,1993,66.897
(재화)F.O.B 기준,1993,66.019
(재화)F.O.B 기준,1993,65.031
(재화)F.O.B 기준,1992,66.356
(재화)F.O.B 기준,1992,67.921
(재화)F.O.B 기준,1992,65.461
(재화)F.O.B 기준,1992,64.203
(재화)F.O.B 기준,1991,65.149
(재화)F.O.B 기준,1991,62.974
(재화)F.O.B 기준,1991,62.106
(재화)F.O.B 기준,1991,65.539
(재화)F.O.B 기준,1990,68.709
(재화)F.O.B 기준,1990,62.528
(재화)F.O.B 기준,1990,60.012
(재화)F.O.B 기준,1990,59.838
(재화)F.O.B 기준,1989,59.191
(재화)F.O.B 기준,1989,58.754
(재화)F.O.B 기준,1989,57.02
(재화)F.O.B 기준,1989,59.087
(재화)F.O.B 기준,1988,61.344
(재화)F.O.B 기준,1988,62.129
(재화)F.O.B 기준,1988,59.451
(재화)F.O.B 기준,1988,61.803
(재화)F.O.B 기준,1987,64.574
(재화)F.O.B 기준,1987,62.389
(재화)F.O.B 기준,1987,59.75
(재화)F.O.B 기준,1987,60.713
(재화)F.O.B 기준,1986,62.197
(재화)F.O.B 기준,1986,61.877
(재화)F.O.B 기준,1986,59.039
(재화)F.O.B 기준,1986,63.053
(재화)F.O.B 기준,1985,66.322
(재화)F.O.B 기준,1985,66.877
(재화)F.O.B 기준,1985,62.622
(재화)F.O.B 기준,1985,62.499
(재화)F.O.B 기준,1984,63.894
(재화)F.O.B 기준,1984,63.726
(재화)F.O.B 기준,1984,59.372
(재화)F.O.B 기준,1984,61.038
(재화)F.O.B 기준,1983,62.981
(재화)F.O.B 기준,1983,59.785
(재화)F.O.B 기준,1983,55.702
농림어업,2005,89.664
농림어업,2005,93.053
농림어업,2005,93.806
농림어업,2005,100.406
농림어업,2004,96.466
농림어업,2004,106.165
농림어업,2004,101.537
농림어업,2004,99.412
(재화)F.O.B 기준,1977,22.865
(재화)F.O.B 기준,1977,22.877
(재화)F.O.B 기준,1976,24.498
(재화)F.O.B 기준,1976,23.747
(재화)F.O.B 기준,1976,21.681
(재화)F.O.B 기준,1976,21.553
(재화)F.O.B 기준,1975,22.38
(재화)F.O.B 기준,1975,22.876
(재화)F.O.B 기준,1975,22.493
(재화)F.O.B 기준,1975,23.674
(재화)F.O.B 기준,1974,21.139
(재화)F.O.B 기준,1974,19.545
(재화)F.O.B 기준,1974,17.664
(재화)F.O.B 기준,1974,15.568
(재화)F.O.B 기준,1973,15.267
(재화)F.O.B 기준,1973,13.273
(재화)F.O.B 기준,1973,11.482
(재화)F.O.B 기준,1973,10.118
(재화)F.O.B 기준,1972,10.627
(재화)F.O.B 기준,1972,10.398
(재화)F.O.B 기준,1972,9.453
(재화)F.O.B 기준,1972,9.227
(재화)F.O.B 기??,1971,9.602
(재화)F.O.B 기준,1971,9.409
(재화)F.O.B 기준,1971,7.83
(재화)F.O.B 기준,1971,7.623
(재화)F.O.B 기준,1970,8.551
(재화)F.O.B 기준,1970,7.828
(재화)F.O.B 기준,1970,7.28
(재화)F.O.B 기준,1970,7.122
(공제)재화와 서비스의 수입,2005,93.48
(공제)재화와 서비스의 수입,2005,91.796
(공제)재화와 서비스의 수입,2005,89.834
(공제)재화와 서비스의 수입,2004,92.808
(공제)재화와 서비스의 수입,2004,97.164
(공제)재화와 서비스의 수입,2004,96.72
(공제)재화와 서비스의 수입,2004,93.2
(공제)재화와 서비스의 수입,2003,86.638
(공제)재화와 서비스의 수입,2003,85.765
(공제)재화와 서비스의 수입,2003,89.699
(공제)재화와 서비스의 수입,2003,89.274
(공제)재화와 서비스의 수입,2002,86.192
(공제)재화와 서비스의 수입,2002,84.93
(공제)재화와 서비스의 수입,2002,89.629
(공제)재화와 서비스의 수입,2002,88.539
(공제)재화와 서비스의 수입,2001,90.079
(공제)재화와 서비스의 수입,2001,96.608
(공제)재화와 서비스의 수입,2001,101.044
(공제)재화와 서비스의 수입,2001,97.363
(공제)재화와 서비스의 수입,2000,93.863
(공제)재화와 서비스의 수입,2000,89.127
(공제)재화와 서비스의 수입,2000,90.147
(공제)재화와 서비스의 수입,2000,88.397
(공제)재화와 서비스의 수입,1999,88.822
(공제)재화와 서비스의 수입,1999,85.907
(공제)재화와 서비스의 수입,1999,82.084
(공제)재화와 서비스의 수입,1999,80.891
(공제)재화와 서비스의 수입,1998,88.898
(공제)재화와 서비스의 수입,1998,95.454
총고정자본형성(민간),2005,79.059
총고정자본형성(민간),2004,78.413
총고정자본형성(민간),2004,78.853
총고정자본형성(민간),2004,78.638
(공제)재화와 서비스의 수입,1992,66.277
(공제)재화와 서비스의 수입,1992,63.71
(공제)재화와 서비스의 수입,1992,62.624
(공제)재화와 서비스의 수입,1991,63.253
(공제)재화와 서비스의 수입,1991,61.467
(공제)재화와 서비스의 수입,1991,60.422
(공제)재화와 서비스의 수입,1991,63.402
(공제)재화와 서비스의 수입,1990,66.427
(공제)재화와 서비스의 수입,1990,60.707
(공제)재화와 서비스의 수입,1990,58.236
(공제)재화와 서비스의 수입,1990,57.962
(공제)재화와 서비스의 수입,1989,57.285
(공제)재화와 서비스의 수입,1989,56.951
(공제)재화와 서비스의 수입,1989,55.417
(공제)재화와 서비스의 수입,1989,57.207
(공제)재화와 서비스의 수입,1988,59.443
(공제)재화와 서비스의 수입,1988,60.255
(공제)재화와 서비스의 수입,1988,57.703
(공제)재화와 서비스의 수입,1988,59.989
(공제)재화와 서비스의 수입,1987,62.579
(공제)재화와 서비스의 수입,1987,60.742
(공제)재화와 서비스의 수입,1987,58.16
(공제)재화와 서비스의 수입,1987,59.177
(공제)재화와 서비스의 수입,1986,60.752
(공제)재화와 서비스의 수입,1986,60.396
(공제)재화와 서비스의 수입,1986,57.678
(공제)재화와 서비스의 수입,1986,61.636
(공제)재화와 서비스의 수입,1985,64.621
(공???)재화와 서비스의 수입,1985,64.917
(공제)재화와 서비스의 수입,1985,60.993
(공제)재화와 서비스의 수입,1985,60.582
(공제)재화와 서비스의 수입,1984,62.699
(공제)재화와 서비스의 수입,1984,62.514
(공제)재화와 서비스의 수입,1984,57.943
(공제)재화와 서비스의 수입,1984,58.895
(공제)재화와 서비스의 수입,1983,61.097
(공제)재화와 서비스의 수입,1983,58.39
(공제)재화와 서비스의 수입,1983,54.306
(공제)재화와 서비스의 수입,1983,56.757
(공제)재화와 서비스의 수입,1982,57.974
(공제)재화와 서비스의 수입,1982,57.923
(공제)재화와 서비스의 수입,1982,54.783
(공제)재화와 서비스의 수입,1982,56.3
(공제)재화와 서비스의 수입,1981,58.893
(공제)재화와 서비스의 수입,1981,57.401
(공제)재화와 서비스의 수입,1981,54.401
(공제)재화와 서비스의 수입,1981,55.524
(공제)재화와 서비스의 수입,1980,52.515
(공제)재화와 서비스의 수입,1980,50.271
(공제)재화와 서비스의 수입,1980,43.089
(공제)재화와 서비스의 수입,1980,42.699
(공제)재화와 서비스의 수입,1979,33.962
(공제)재화와 서비스의 수입,1979,32.739
(공제)재화와 서비스의 수입,1979,29.756
(공제)재화와 서비스의 수입,1979,27.632
(공제)재화와 서비스의 수입,1978,27.552
(공제)재화와 서비스의 수입,1978,26.917
(공제)재화와 서비스의 수입,1978,24.239
(공제)재화와 서비스의 수입,1978,24.156
(공제)재화와 서비스의 수입,1977,24.477
(공제)재화와 서비스의 수입,1977,24.785
(공제)재화와 서비스의 수입,1977,22.982
(공제)재화와 서비스의 수입,1977,22.981
(공제)재화와 서비스의 수입,1976,24.409
국내총생산에 대한 지출,2010,92.71
국내총생산에 대한 지출,2009,90.239
국내총생산에 대한 지출,2008,87.096
국내총생산에 대한 지출,2007,84.702
국내총생산에 대한 지출,2006,82.702
국내총생산에 대한 지출,2005,82.887
국내총생산에 대한 지출,2004,82.032
국내총생산에 대한 지출,2003,79.544
국내총생산에 대한 지출,2002,76.892
국내총생산에 대한 지출,2001,74.628
국내총생산에 대한 지출,2000,72.119
국내총생산에 대한 지출,1999,71.39
국내총생산에 대한 지출,1998,72.279
국내총생산에 대한 지출,1997,69.182
국내총생산에 대한 지출,1996,66.519
국내총생산에 대한 지출,1995,63.893
국내총생산에 대한 지출,1994,59.699
국내총생산에 대한 지출,1993,55.196
국내총생산에 대한 지출,1992,51.947
국내총생산에 대한 지출,1991,48.198
국내총생산에 대한 지출,1990,44.161
국내총생산에 대한 지출,1989,40.115
국내총생산에 대한 지출,1988,37.821
국내총생산에 대한 지출,1987,35.306
국내총생산에 대한 지출,1986,33.679
국내총생산에 대한 지출,1985,32.085
국내총생산에 대한 지출,1984,30.855
국내총생산에 대한 지출,1983,29.549
국내총생산에 대한 지출,1982,28.19
(재화)F.O.B 기준,2004,94.441
(재화)F.O.B 기준,2004,98.596
(재화)F.O.B 기준,2004,98.317
(재화)F.O.B 기준,2004,93.826
(재화)F.O.B 기준,2003,87.256
(재화)F.O.B 기준,2003,86.043
(재화)F.O.B 기준,2003,90.483
(재화)F.O.B 기준,2003,90.233
(재화)F.O.B 기준,2002,86.838
(재화)F.O.B 기준,2002,84.925
(재화)F.O.B 기준,2002,90.585
(재화)F.O.B 기준,2002,89.083
(재화)F.O.B 기준,2001,91.239
(재화)F.O.B 기준,2001,97.456
(재화)F.O.B 기준,2001,102.96
(재화)F.O.B 기준,2001,99.029
(재화)F.O.B 기준,2000,96.045
(재화)F.O.B 기준,2000,90.161
(재화)F.O.B 기준,2000,91.838
(재화)F.O.B 기준,2000,89.76
(재화)F.O.B 기준,1999,90.348
(재화)F.O.B 기준,1999,86.351
(재화)F.O.B 기준,1999,82.567
(재화)F.O.B 기준,1999,81.192
(재화)F.O.B 기준,1998,90.258
(재화)F.O.B 기준,1998,95.936
(재화)F.O.B 기준,1998,106.173
(재화)F.O.B 기준,1998,125.881
(재화)F.O.B 기준,1997,94.5
(재화)F.O.B 기준,1997,75.331
(재화)F.O.B 기준,1997,76.126
(재화)F.O.B 기준,1997,76.427
(재화)F.O.B 기준,1996,73.284
(재화)F.O.B 기준,1996,71.15
(재화)F.O.B 기준,1996,69.478
(재화)F.O.B 기준,1996,70.056
(재화)F.O.B 기준,1995,68.742
(재화)F.O.B 기준,1995,69.794
(재화)F.O.B 기준,1995,69.754
(재화)F.O.B 기준,1965,5.951
(재화)F.O.B 기준,1964,5.2
(재화)F.O.B 기준,1963,3.228
(재화)F.O.B 기준,1961,3.123
(재화)F.O.B 기준,1960,2.105
(재화)F.O.B 기준,1959,1.706
(재화)F.O.B 기준,1958,1.357
(재화)F.O.B 기준,1957,1.251
(재화)F.O.B 기준,1956,1.246
(재화)F.O.B 기준,1955,0.839
(재화)F.O.B 기준,1954,0.474
(재화)F.O.B 기준,1953,0.327
(공제)재화와 서비스의 수입,2022,142.078
(공제)재화와 서비스의 수입,2022,125.751
(공제)재화와 서비스의 수입,2021,119.429
(공제)재화와 서비스의 수입,1976,23.849
(공제)재화와 서비스의 수입,1976,21.877
(공제)재화와 서비스의 수입,1976,21.761
(공제)재화와 서비스의 수입,1975,22.517
(공제)재화와 서비스의 수입,1975,22.858
(공제)재화와 서비스의 수입,1975,22.831
(공제)재화와 서비스의 수입,1975,24.077
(공제)재화와 서비스의 수입,1974,21.739
(공제)재화와 서비스의 수입,1974,20.19
(공제)재화와 서비스의 수입,1974,18.439
(공제)재화와 서비스의 수입,1974,16.372
(공제)재화와 서비스의 수입,1973,15.921
(공제)재화와 서비스의 수입,1973,14.02
(공제)재화와 서비스의 수입,1973,12.239
(공제)재화와 서비스의 수입,1973,10.87
(공제)재화와 서비스의 수입,1972,11.308
(서비스),1958,1.698
(공제)재화와 서비스의 수입,1972,11.134
(공제)재화와 서비스의 수입,1972,10.139
(공제)재화와 서비스의 수입,1972,9.94
(공제)재화와 서비스의 수입,1971,10.206
(공제)재화와 서비스의 수입,1971,10.075
(공제)재화와 서비스의 수??,1971,8.413
(공제)재화와 서비스의 수입,1971,8.221
(공제)재화와 서비스의 수입,1970,9.2
(공제)재화와 서비스의 수입,1970,8.397
(공제)재화와 서비스의 수입,1970,7.79
(공제)재화와 서비스의 수입,1970,7.616
(공제)재화와 서비스의 수입,1969,7.523
(서비스),1992,58.049
(공제)재화와 서비스의 수입,1969,7.631
(공제)재화와 서비스의 수입,1968,7.382
(공제)재화와 서비스의 수입,1968,7.486
(공제)재화와 서비스의 수입,1968,7.645
(공제)재화와 서비스의 수입,1967,6.822
(공제)재화와 서비스의 수입,1967,7.023
(공제)재화와 서비스의 수입,1967,7.205
(공제)재화와 서비스의 수입,1967,7.567
(공제)재화와 서비스의 수입,1966,6.602
(공제)재화와 서비스의 수입,1966,6.85
(공제)재화와 서비스의 수입,1966,7.256
(공제)재화와 서비스의 수입,1966,7.268
(공제)재화와 서비스의 수입,1965,6.19
(공제)재화와 서비스의 수입,1965,6.484
(공제)재화와 서비스의 수입,1965,6.571
(공제)재화와 서비스의 수입,1965,6.246
(공제)재화와 서비스의 수입,1964,5.74
(공제)재화와 서비스의 수입,1964,6.081
(공제)재화와 서비스의 수입,1964,5.763
(공제)재화와 서비스의 수입,1964,4.551
(공제)재화와 서비스의 수입,1963,3.079
(공제)재화와 서비스의 수입,1963,3.333
(공제)재화와 서비스의 수입,1963,3.687
(공제)재화와 서비스의 수입,1963,3.831
(공제)재화와 서비스의 수입,1962,3.048
(공제)재화와 서비스의 수입,1962,3.219
(공제)재화와 서비스의 수입,1962,3.387
(공제)재화와 서비스의 수입,1962,3.459
(공제)재화와 서비스의 수입,1961,3.129
(공제)재화와 서비스의 수입,1961,3.25
(공제)재화와 서비스의 수입,1961,3.262
(공제)재화와 서비스의 수입,1961,3.332
(공제)재화와 서비스의 수입,1960,2.106
(공제)재화와 서비스의 수입,1960,2.24
(공제)재화와 서비스의 수입,1960,2.029
(공제)재화와 서비스의 수입,1960,2.064
(공제)재화와 서비스의 수입,2021,109.162
(공제)재화와 서비스의 수입,2020,95.629
(공제)재화와 서비스의 수입,2019,102.566
(공제)재화와 서비스의 수입,2018,101.393
(공제)재화와 서비스의 수입,2017,96.821
(공제)재화와 서비스의 수입,2016,92.446
(공제)재화와 서비스의 수입,2015,100
(공제)재화와 서비스의 수입,2014,113.94
(공제)재화와 서비스의 수입,2013,120.835
(공제)재화와 서비스의 수입,2012,129.73
(공제)재화와 서비스의 수입,2011,130.492
(공제)재화와 서비스의 수입,2010,120.681
(공제)재화와 서비스의 수입,2009,119.472
(공제)재화와 서비스의 수입,2008,124.515
(공제)재화와 서비스의 수입,2007,92.502
(공제)재화와 서비스의 수입,2006,91.286
(공제)재화와 서비스의 수입,2005,92.218
(공제)재화와 서비스의 수입,2004,94.908
(공제)재화와 서비스의 수입,2003,87.782
(공제)재화와 서비스의 수입,2002,87.234
(공제)재화와 서비스의 수입,2001,96.161
(공제)재화와 서비스의 수입,2000,90.395
(공제)재화와 서비스의 수입,1999,84.646
(공제)재화와 서비스의 수입,1998,102.133
(공제)재화와 서비스의 수입,1997,78.672
(공제)재화와 서비스의 수입,1996,69.617
(공제)재화와 서비스의 수입,1995,67.914
(공제)재화와 서비스의 수입,1994,64.978
(공제)재화와 서비스의 수입,1993,64.404
총고정자본형성(민간),2004,77.045
(공제)재화와 서비스의 수입,1998,103.903
(공제)재화와 서비스의 수입,1998,123.182
(공제)재화와 서비스의 수입,1997,92.117
(공제)재화와 서비스의 수입,1997,74.262
(공제)재화와 서비스의 수입,1997,74.255
(공제)재화와 서비스의 수입,1997,74.622
(공제)재화와 서비스의 수입,1996,71.497
(공제)재화와 서비스의 수입,1996,70.148
(공제)재화와 서비스의 수입,1996,67.967
(공제)재화와 서비스의 수입,1996,68.646
(공제)재화와 서비스의 수입,1995,67.257
(공제)재화와 서비스의 수입,1995,68.444
(공제)재화와 서비스의 수입,1995,68.134
(공제)재화와 서비스의 수입,1995,67.844
(공제)재화와 서비스의 수입,1994,65.756
(공제)재화와 서비스의 수입,1994,66.74
(공제)재화와 서비스의 수입,1994,64.153
(공제)재화와 서비스의 수입,1994,63.031
(공제)재화와 서비스의 수입,1993,63.778
(공제)재화와 서비스의 수입,1993,65.733
(공제)재화와 서비스의 수입,1993,64.547
(공제)재화와 서비스의 수입,1993,63.585
(공제)재화와 서비스의 수입,1992,64.682
(공제)재화와 서비스의 수입,1992,64.289
(공제)재화와 서비스의 수입,1978,25.861
(공제)재화와 서비스의 수입,1977,23.811
(공제)재화와 서비스의 수입,1976,22.991
(공제)재화와 서비스의 수입,1975,23.046
(공제)재화와 서비스의 수입,1974,19.135
정보통신업,1962,4.372
정보통신업,1962,4.562
정보통신업,2018,100.367
정보통신업,2017,101.184
정보통신업,2016,101.296
정보통신업,2015,100
정보통신업,2014,96.107
정보통신업,2013,93.333
정보통신업,2012,93.929
정보통신업,2011,92.592
정보통신업,2010,94.681
정보통신업,2009,95.203
정보통신업,2008,93.962
정보통신업,2007,95.318
정보통신업,2006,95.199
정보통신업,2005,95.783
정보통신업,2004,95.716
정보통신업,2003,100.777
정보통신업,2002,101.889
정보통신업,2001,101.84
정보통신업,2000,101.666
정보통신업,1999,112.163
정보통신업,1998,115.988
정보통신업,1997,116.368
정보통신업,1996,117.942
정보통신업,1995,112.626
정보통신업,1994,107.427
정보통신업,1993,104.638
정보통신업,1992,102.633
정보통신업,1991,101.37
정보통신업,1990,97.951
정보통신업,1989,93.222
정보통신업,1988,94.246
정보통신업,1987,92.645
정보통신업,1986,89.226
정보통신업,1985,87.044
정보통신업,1984,83.872
정보통신업,1983,85.438
정보통신업,1982,82.431
정보통신업,1981,63.036
정보통신업,1980,50.533
정보통신업,1979,41.464
정보통신업,1978,40.074
정보통신업,1977,36.293
정보통신업,1976,31.187
정보통신업,1975,26.409
정보통신업,1974,18.744
정보통신업,1973,16.796
정보통신업,1972,15.478
정보통신업,1971,14.639
정보통신업,1970,13.454
정보통신업,1969,12.44
정보통신업,1968,11.25
정보통신업,1967,10.028
정보통신업,1966,9.741
정보통신업,1965,6.477
정보통신업,1964,6.039
정보통신업,1963,4.919
정보통신업,1962,4.49
정보통신업,1961,4.279
정보통신업,1960,4.283
정보통신업,1959,3.779
정보통신업,1958,3.58
정보통신업,1957,3.592
정보통신업,1956,1.472
정보통신업,1955,1.285
정보통신업,1954,0.814
정보통신업,1953,0.566
부동산업,2022,104.483
부동산업,2022,105.588
부동산업,2021,106.68
부동산업,2021,106.428
부동산업,2021,105.224
부동산업,2021,105.798
부동산업,2020,107.269
부동산업,2020,106.189
부동산업,2020,105.044
부동산업,2020,104.669
부동산업,2019,105.747
부동산업,2019,104.596
부동산업,2019,103.626
부동산업,2019,104.063
부동산업,2018,104.394
부동산업,2018,103.21
부동산업,2018,102.862
부동산업,2018,103.852
부동산업,2017,104.504
부동산업,2017,102.433
부동산업,2017,102.262
부동산업,2017,102.712
부동산업,2016,102.394
부동산업,2016,101.191
부동산업,1990,29.17
부동산업,1990,26.692
부동산업,1989,23.428
부동산업,1989,21.833
부동산업,1989,24.042
부동산업,1989,22.161
부동산업,1988,22.605
부동산업,1988,20.093
(서비스),1991,55.956
(서비스),1990,52.916
(서비스),1990,53.091
(서비스),1990,52.894
부동산업,1988,22.137
부동산업,1988,19.916
부동산업,1987,20.552
부동산업,1987,18.547
부동산업,1987,20.848
부동산업,1987,19.175
부동산업,1986,19.506
부동산업,1986,17.608
부동산업,1986,19.415
부동산업,1986,17.835
부동산업,1985,17.634
부동산업,1985,15.935
부동산업,1985,17.523
부동산업,1985,16.074
부동산업,1984,16.51
부동산업,1984,15.139
부동산업,1984,16.695
부동산업,1984,14.677
부동산업,1983,15.562
부동산업,1983,14.045
부동산업,1983,15.074
부동산업,1983,12.823
부동산업,1982,13.823
부동산업,1982,12.425
부동산업,1982,13.738
부동산업,1982,11.837
부동산업,1981,11.701
부동산업,1981,10.669
부동산업,1981,11.869
부동산업,1981,9.947
부동산업,1980,9.779
부동산업,1980,8.708
부동산업,1980,9.606
부동산업,1980,8.417
부동산업,1979,7.247
부동산업,1979,6.928
부동산업,1979,7.458
부동산업,1979,6.17
부동산업,1978,6.485
부동산업,1978,5.871
부동산업,1978,6.297
부동산업,1978,5.134
부동산업,1977,5.27
부동산업,1977,4.903
부동산업,1977,5.34
부동산업,1977,4.228
부동산업,1976,4.119
부동산업,1976,3.78
부동산업,1976,3.981
부동산업,1976,3.074
부동산업,1975,3.313
부동산업,1975,3.054
부동산업,1975,3.205
부동산업,1975,2.376
부동산업,1974,2.93
부동산업,1974,2.732
부동산업,1974,2.826
부동산업,1974,2.151
부동산업,1973,2.185
부동산업,1973,2.087
부동산업,1973,2.084
부동산업,1973,1.67
총고정자본형성(민간),2013,99.013
총고정자본형성(민간),2012,99.059
부동산업,1969,0.972
부동산업,1968,1.255
부동산업,1968,1.168
부동산업,1968,1.212
부동산업,1968,0.922
부동산업,1967,1.142
부동산업,1967,1.089
부동산업,1967,1.077
부동산업,1967,0.795
부동산업,2021,106.029
부동산업,2020,105.793
부동산업,2019,104.508
부동산업,2018,103.575
부동산업,2017,102.974
부동산업,2016,101.643
부동산업,2015,100
부동산업,2014,96.438
부동산업,2013,93.97
부동산업,2012,90.521
부동산업,2011,86.386
부동산업,2010,85.535
부동산업,2009,85.037
부동산업,2008,82.03
부동산업,2007,80.514
부동산업,2006,77.096
부동산업,2005,76.102
부동산업,2004,75.575
부동산업,2003,73.698
???동산업,2002,71.022
부동산업,2001,67.67
부동산업,2000,65.956
부동산업,1999,61.412
부동산업,1998,66.319
부동산업,1997,65.155
부동산업,1996,59.553
부동산업,1995,54.52
부동산업,1994,52.355
부동산업,1993,45.582
부동산업,1992,39.16
부동산업,1991,34.715
부동산업,1990,29.025
부동산업,1989,22.851
부동산업,1988,21.161
부동산업,1987,19.751
부동산업,1986,18.569
부동산업,1985,16.769
부동산업,1984,15.718
부동산업,1983,14.338
부동산업,1982,12.92
부동산업,1981,11.016
부동산업,1980,9.11
부동산업,2011,87.503
부동산업,2011,85.923
부동산업,2011,85.73
부동산업,2011,86.398
부동산업,2010,85.342
부동산업,2010,85.839
부동산업,2010,85.373
부동산업,2010,85.589
부동산업,2009,84.442
부동산업,2009,85.078
부동산업,2009,85.551
부동산업,2009,85.097
부동산업,2008,82.539
부동산업,2008,82.353
부동산업,2008,81.839
부동산업,2008,81.359
부동산업,2007,80.93
부동산업,2007,80.806
부동산업,2007,80.216
부동산업,2007,80.071
부동산업,2006,77.625
부동산업,2006,77.245
부동산업,2006,76.845
부동산업,2006,76.627
부동산업,2005,76.08
부동산업,2005,76.052
부동산업,2005,76.201
부동산업,2005,76.075
부동산업,2004,75.693
부동산업,2004,75.607
부동산업,2004,75.508
부동산업,2004,75.487
부동산업,2003,73.906
부동산업,2003,74.254
부동산업,2003,73.399
부동산업,2003,73.204
부동산업,2002,71.27
부동산업,2002,71.274
부동산업,2002,71.02
부동산업,2002,70.491
부동산업,2001,68.317
부동산업,2001,68.004
부동산업,2001,67.548
부동산업,2001,66.75
부동산업,2000,65.957
부동산업,2000,65.916
부동산업,2000,66.204
부동산업,2000,65.749
부동산업,1999,59.413
부동산업,1999,60.866
부동산업,1999,62.916
부동산업,1999,62.493
부동산업,1998,64.411
부동산업,1998,65.765
부동산업,1998,67.754
부동산업,1998,67.41
부동산업,1997,65.13
부동산업,1997,64.757
부동산업,1997,67.03
부동산업,1997,63.715
부동산업,1996,59.728
부동산업,1996,58.877
부동산업,1996,61.19
부동산업,1996,58.42
부동산업,1995,55.797
부동산업,1995,55.592
부동산업,1995,54.753
부동산업,1995,51.902
부동산업,1994,53.539
부동산업,1994,52.459
부동산업,1994,53.27
부동산업,1994,50.104
부???산업,1993,47.025
부동산업,1993,45.901
부동산업,1993,46.304
부동산업,1993,43.084
부동산업,1992,40.944
부동산업,1992,39.57
부동산업,1992,39.244
부동산업,1992,36.821
부동산업,1991,36.934
부동산업,1991,35.389
부동산업,1991,34.746
부동산업,1991,31.749
부동산업,1990,31.058
부동산업,1990,29.152
부동산업,1979,6.923
부동산업,1978,5.922
부동산업,1977,4.904
